KOD_SUKL;KOD_LATKY;SQ;S;AMNT_OD;AMNT;UN
0280736;0;2;Z;;;
0280736;16725;3;O;;110;MG
0280736;1833;4;X;;PL;MG
0280736;748;5;X;;PL;MG
0280736;4336;6;X;;PL;MG
0280736;1871;7;X;;PL;MG
0280736;;8;X;;;
0280736;1711;9;X;;PL;PC
0280736;2710;10;X;;PL;PC
0280736;748;11;A;;100;PC
0280736;1174;12;X;;PL;PC
0280736;3341;13;X;;PL;PC
0280736;;14;X;;;
0280736;1711;15;X;;PL;PC
0280736;2710;16;X;;PL;PC
0280736;748;17;A;;100;PC
0280736;1174;18;X;;PL;PC
0280736;3341;19;X;;PL;PC
0280737;17915;1;L;;126,83;MG
0280737;0;2;Z;;;
0280737;16725;3;O;;110;MG
0280737;1833;4;X;;PL;MG
0280737;748;5;X;;PL;MG
0280737;4336;6;X;;PL;MG
0280737;1871;7;X;;PL;MG
0280737;;8;X;;;
0280737;1711;9;X;;PL;PC
0280737;2710;10;X;;PL;PC
0280737;748;11;A;;100;PC
0280737;1174;12;X;;PL;PC
0280737;3341;13;X;;PL;PC
0280737;;14;X;;;
0280737;1711;15;X;;PL;PC
0280737;2710;16;X;;PL;PC
0280737;748;17;A;;100;PC
0280737;1174;18;X;;PL;PC
0280737;3341;19;X;;PL;PC
0280738;17915;1;L;;126,83;MG
0280738;0;2;Z;;;
0280738;16725;3;O;;110;MG
0280738;1833;4;X;;PL;MG
0280738;748;5;X;;PL;MG
0280738;4336;6;X;;PL;MG
0280738;1871;7;X;;PL;MG
0280738;;8;X;;;
0280738;1711;9;X;;PL;PC
0280738;2710;10;X;;PL;PC
0280738;748;11;A;;100;PC
0280738;1174;12;X;;PL;PC
0280738;3341;13;X;;PL;PC
0280738;;14;X;;;
0280738;1711;15;X;;PL;PC
0280738;2710;16;X;;PL;PC
0280738;748;17;A;;100;PC
0280738;1174;18;X;;PL;PC
0280738;3341;19;X;;PL;PC
0280739;17915;1;L;;126,83;MG
0280739;0;2;Z;;;
0280739;16725;3;O;;110;MG
0280739;1833;4;X;;PL;MG
0280739;748;5;X;;PL;MG
0280739;4336;6;X;;PL;MG
0280739;1871;7;X;;PL;MG
0280739;;8;X;;;
0280739;1711;9;X;;PL;PC
0280739;2710;10;X;;PL;PC
0280739;748;11;A;;100;PC
0280739;1174;12;X;;PL;PC
0280739;3341;13;X;;PL;PC
0280739;;14;X;;;
0280739;1711;15;X;;PL;PC
0280739;2710;16;X;;PL;PC
0280739;748;17;A;;100;PC
0280739;1174;18;X;;PL;PC
0280739;3341;19;X;;PL;PC
0280740;17915;1;L;;172,95;MG
0280740;0;2;Z;;;
0280740;16725;3;O;;150;MG
0280740;1833;4;X;;PL;MG
0280740;748;5;X;;PL;MG
0280740;4336;6;X;;PL;MG
0280740;1871;7;X;;PL;MG
0280740;;8;X;;;
0280740;1711;9;X;;PL;PC
0280740;2710;10;X;;PL;PC
0280740;748;11;A;;100;PC
0280740;1174;12;X;;PL;PC
0280740;3341;13;X;;PL;PC
0280740;;14;X;;;
0280740;2710;15;X;;PL;PC
0280740;748;16;A;;100;PC
0280740;1174;17;X;;PL;PC
0280740;3341;18;X;;PL;PC
0280741;17915;1;L;;172,95;MG
0280741;0;2;Z;;;
0280741;16725;3;O;;150;MG
0280741;1833;4;X;;PL;MG
0280741;748;5;X;;PL;MG
0280741;4336;6;X;;PL;MG
0280741;1871;7;X;;PL;MG
0280741;;8;X;;;
0280741;1711;9;X;;PL;PC
0280741;2710;10;X;;PL;PC
0280741;748;11;A;;100;PC
0280741;1174;12;X;;PL;PC
0280741;3341;13;X;;PL;PC
0280741;;14;X;;;
0280741;2710;15;X;;PL;PC
0280741;748;16;A;;100;PC
0280741;1174;17;X;;PL;PC
0280741;3341;18;X;;PL;PC
0280742;17915;1;L;;172,95;MG
0280742;0;2;Z;;;
0280742;16725;3;O;;150;MG
0280742;1833;4;X;;PL;MG
0280742;748;5;X;;PL;MG
0280742;4336;6;X;;PL;MG
0280742;1871;7;X;;PL;MG
0280742;;8;X;;;
0280742;1711;9;X;;PL;PC
0280742;2710;10;X;;PL;PC
0280742;748;11;A;;100;PC
0280742;1174;12;X;;PL;PC
0280742;3341;13;X;;PL;PC
0280742;;14;X;;;
0280742;2710;15;X;;PL;PC
0280742;748;16;A;;100;PC
0280742;1174;17;X;;PL;PC
0280742;3341;18;X;;PL;PC
0280743;17915;1;L;;172,95;MG
0280743;0;2;Z;;;
0280743;16725;3;O;;150;MG
0280743;1833;4;X;;PL;MG
0280743;748;5;X;;PL;MG
0280743;4336;6;X;;PL;MG
0280743;1871;7;X;;PL;MG
0280743;;8;X;;;
0280743;1711;9;X;;PL;PC
0280743;2710;10;X;;PL;PC
0280743;748;11;A;;100;PC
0280743;1174;12;X;;PL;PC
0280743;3341;13;X;;PL;PC
0280743;;14;X;;;
0280743;2710;15;X;;PL;PC
0280743;748;16;A;;100;PC
0280743;1174;17;X;;PL;PC
0280743;3341;18;X;;PL;PC
0280744;17915;1;L;;172,95;MG
0280744;0;2;Z;;;
0280744;16725;3;O;;150;MG
0280744;1833;4;X;;PL;MG
0280744;748;5;X;;PL;MG
0280744;4336;6;X;;PL;MG
0280744;1871;7;X;;PL;MG
0280744;;8;X;;;
0280744;1711;9;X;;PL;PC
0280744;2710;10;X;;PL;PC
0280744;748;11;A;;100;PC
0280744;1174;12;X;;PL;PC
0280744;3341;13;X;;PL;PC
0280744;;14;X;;;
0280744;2710;15;X;;PL;PC
0280744;748;16;A;;100;PC
0280744;1174;17;X;;PL;PC
0280744;3341;18;X;;PL;PC
0280745;17915;1;L;;172,95;MG
0280745;0;2;Z;;;
0280745;16725;3;O;;150;MG
0280745;1833;4;X;;PL;MG
0280745;748;5;X;;PL;MG
0280745;4336;6;X;;PL;MG
0280745;1871;7;X;;PL;MG
0280745;;8;X;;;
0280745;1711;9;X;;PL;PC
0280745;2710;10;X;;PL;PC
0280745;748;11;A;;100;PC
0280745;1174;12;X;;PL;PC
0280745;3341;13;X;;PL;PC
0280745;;14;X;;;
0280745;2710;15;X;;PL;PC
0280745;748;16;A;;100;PC
0280745;1174;17;X;;PL;PC
0280745;3341;18;X;;PL;PC
0280746;17915;1;L;;172,95;MG
0280746;0;2;Z;;;
0280746;16725;3;O;;150;MG
0280746;1833;4;X;;PL;MG
0280746;748;5;X;;PL;MG
0280746;4336;6;X;;PL;MG
0280746;1871;7;X;;PL;MG
0280746;;8;X;;;
0280746;1711;9;X;;PL;PC
0280746;2710;10;X;;PL;PC
0280746;748;11;A;;100;PC
0280746;1174;12;X;;PL;PC
0280746;3341;13;X;;PL;PC
0280746;;14;X;;;
0280746;2710;15;X;;PL;PC
0280746;748;16;A;;100;PC
0280746;1174;17;X;;PL;PC
0280746;3341;18;X;;PL;PC
0280747;17915;1;L;;172,95;MG
0280747;0;2;Z;;;
0280747;16725;3;O;;150;MG
0280747;1833;4;X;;PL;MG
0280747;748;5;X;;PL;MG
0280747;4336;6;X;;PL;MG
0280747;1871;7;X;;PL;MG
0280747;;8;X;;;
0280747;1711;9;X;;PL;PC
0280747;2710;10;X;;PL;PC
0280747;748;11;A;;100;PC
0280747;1174;12;X;;PL;PC
0280747;3341;13;X;;PL;PC
0280747;;14;X;;;
0280747;2710;15;X;;PL;PC
0280747;748;16;A;;100;PC
0280747;1174;17;X;;PL;PC
0280747;3341;18;X;;PL;PC
0280748;17915;1;L;;172,95;MG
0280748;0;2;Z;;;
0280748;16725;3;O;;150;MG
0280748;1833;4;X;;PL;MG
0280748;748;5;X;;PL;MG
0280748;4336;6;X;;PL;MG
0280748;1871;7;X;;PL;MG
0280748;;8;X;;;
0280748;1711;9;X;;PL;PC
0280748;2710;10;X;;PL;PC
0280748;748;11;A;;100;PC
0280748;1174;12;X;;PL;PC
0280748;3341;13;X;;PL;PC
0280748;;14;X;;;
0280748;2710;15;X;;PL;PC
0280748;748;16;A;;100;PC
0280748;1174;17;X;;PL;PC
0280748;3341;18;X;;PL;PC
0280749;17915;1;L;;172,95;MG
0280749;0;2;Z;;;
0280749;16725;3;O;;150;MG
0280749;1833;4;X;;PL;MG
0280749;748;5;X;;PL;MG
0280749;4336;6;X;;PL;MG
0280749;1871;7;X;;PL;MG
0280749;;8;X;;;
0280749;1711;9;X;;PL;PC
0280749;2710;10;X;;PL;PC
0280749;748;11;A;;100;PC
0280749;1174;12;X;;PL;PC
0280749;3341;13;X;;PL;PC
0280749;;14;X;;;
0280749;2710;15;X;;PL;PC
0280749;748;16;A;;100;PC
0280749;1174;17;X;;PL;PC
0280749;3341;18;X;;PL;PC
0280750;17915;1;L;;172,95;MG
0280750;0;2;Z;;;
0280750;16725;3;O;;150;MG
0280750;1833;4;X;;PL;MG
0280750;748;5;X;;PL;MG
0280750;4336;6;X;;PL;MG
0280750;1871;7;X;;PL;MG
0280750;;8;X;;;
0280750;1711;9;X;;PL;PC
0280750;2710;10;X;;PL;PC
0280750;748;11;A;;100;PC
0280750;1174;12;X;;PL;PC
0280750;3341;13;X;;PL;PC
0280750;;14;X;;;
0280750;2710;15;X;;PL;PC
0280750;748;16;A;;100;PC
0280750;1174;17;X;;PL;PC
0280750;3341;18;X;;PL;PC
0280758;19747;1;L;;12,3;MG
0280758;0;2;Z;;;
0280758;17949;3;O;;10;MG
0280758;17916;4;L;;128,48;MG
0280758;0;5;Z;;;
0280758;17555;6;O;;100;MG
0280758;3755;7;X;;PL;MG
0280758;4336;8;X;;PL;MG
0280758;17840;9;X;;PL;MG
0280758;1300;10;X;;PL;MG
0280758;875;11;X;;PL;MG
0280758;2378;12;X;;PL;MG
0280758;;13;X;;;
0280758;1169;14;X;;PL;MG
0280758;4225;15;X;;PL;MG
0280758;2710;16;X;;PL;MG
0280758;1871;17;X;;PL;MG
0280758;4256;18;X;;PL;MG
0280759;19747;1;L;;12,3;MG
0280759;0;2;Z;;;
0280759;17949;3;O;;10;MG
0280759;17916;4;L;;128,48;MG
0280759;0;5;Z;;;
0280759;17555;6;O;;100;MG
0280759;3755;7;X;;PL;MG
0280759;4336;8;X;;PL;MG
0280759;17840;9;X;;PL;MG
0280759;1300;10;X;;PL;MG
0280759;875;11;X;;PL;MG
0280759;2378;12;X;;PL;MG
0280759;;13;X;;;
0280759;1169;14;X;;PL;MG
0280759;4225;15;X;;PL;MG
0280759;2710;16;X;;PL;MG
0280759;1871;17;X;;PL;MG
0280759;4256;18;X;;PL;MG
0280760;19747;1;L;;12,3;MG
0280760;0;2;Z;;;
0280760;17949;3;O;;10;MG
0280760;17916;4;L;;128,48;MG
0280760;0;5;Z;;;
0280760;17555;6;O;;100;MG
0280760;3755;7;X;;PL;MG
0280760;4336;8;X;;PL;MG
0280760;17840;9;X;;PL;MG
0280760;1300;10;X;;PL;MG
0280760;875;11;X;;PL;MG
0280760;2378;12;X;;PL;MG
0280760;;13;X;;;
0280760;1169;14;X;;PL;MG
0280760;4225;15;X;;PL;MG
0280760;2710;16;X;;PL;MG
0280760;1871;17;X;;PL;MG
0280760;4256;18;X;;PL;MG
0280761;19747;1;L;;12,3;MG
0280761;0;2;Z;;;
0280761;17949;3;O;;10;MG
0280761;17916;4;L;;128,48;MG
0280761;0;5;Z;;;
0280761;17555;6;O;;100;MG
0280761;3755;7;X;;PL;MG
0280761;4336;8;X;;PL;MG
0280761;17840;9;X;;PL;MG
0280761;1300;10;X;;PL;MG
0280761;875;11;X;;PL;MG
0280761;2378;12;X;;PL;MG
0280761;;13;X;;;
0280761;1169;14;X;;PL;MG
0280761;4225;15;X;;PL;MG
0280761;2710;16;X;;PL;MG
0280761;1871;17;X;;PL;MG
0280761;4256;18;X;;PL;MG
0280762;19747;1;L;;12,3;MG
0280762;0;2;Z;;;
0280762;17949;3;O;;10;MG
0280762;17916;4;L;;128,48;MG
0280762;0;5;Z;;;
0280762;17555;6;O;;100;MG
0280762;3755;7;X;;PL;MG
0280762;4336;8;X;;PL;MG
0280762;17840;9;X;;PL;MG
0280762;1300;10;X;;PL;MG
0280762;875;11;X;;PL;MG
0280762;2378;12;X;;PL;MG
0280762;;13;X;;;
0280762;1169;14;X;;PL;MG
